Nama,Gambar-src,Bahan,Cara Buat,Reaksi,Clean_Bahan
Tahu Susu Kukus Macaroni,https://img-global.cpcdn.com/recipes/2daddc260c0204d5/680x482cq70/tahu-susu-kukus-macaroni-foto-resep-utama.jpg,"4 buah Tahu putih,120 gr Susu bubuk,100 gr Makaroni,100 gr Keju parut,1 buah Wortel,3 batang Daun bawang,2 biji Telur,Secukupnya Beef Patty,100 gr Tepung maizena,1/2 sdt Kaldu jamur,1/4 sdt Bawang putih bubuk,1/4 sdt Lada bubuk","Siapkan semua bahan yang akan digunakan,Parut wortel, campur dengan tahu dan daun bawang tambahkan tepung maizena dan keju,Kemudian telur, bawang putih bubuk, kaldu jamur, lada dan Susu bubuk,Aduk rata, setelah itu baru masukkan beef patty yang sudah dipotong-potong dan makaroni yang sudah direbus. Aduk kembali sampe semua tercampur rata,Taruh dalam tuangan, ditekan² sedikit biar set dan siap dikukus selama 20-25 menit,Cek kematangan, baru angkat dan siap disajikan. Selamat mencoba 🥰🥰","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 17""},{""Reaksi"":""👏\n 7""}]","['putih', 'susu', 'bubuk', 'makaroni', 'keju', 'parut', 'wortel', 'bawang', 'biji', 'telursecukupnya', 'beef', 'patty', 'tepung', 'maizena', 'kaldu', 'jamur', 'bawang', 'putih', 'bubuk', 'lada', 'bubuk']"
Mpasi Bubur 3T tomat tahu telur,https://img-global.cpcdn.com/recipes/2e0f4ce9cf80f5c0/680x482cq70/mpasi-bubur-3t-tomat-tahu-telur-foto-resep-utama.jpg,"1 buah Telur Ayam,1 buah tomat ukuran sedang,1 buah tahu,1 sdm butter,1 buah Bawang Putih,Secukupnya air (bisa diganti sma air kaldu homemade yah),1 lembar daun salam,1 mangkok nasi,Garam dan kaldu jamur","Cingcang halus bawang putih, sisihkan,Potong2 kecil buah tomat di buang kulit dan bijinya, sisihkan,Panaskan panci masukkan butter dan bawang putih, tumis hingga harum, beri air dan daun salam tunggu sampe mendidih,,Masukkan nasi dan tunggu sampai agak lembek, masukkan tomat dan tahu aduk2 sampai agak meletup2, beri garam dan kaldu jamur,Terakhir masukan telur sambil diaduk2","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 4""}]","['telur', 'ayam', 'tomat', 'butter', 'bawang', 'putihsecukupnya', 'air', 'ganti', 'sma', 'air', 'kaldu', 'homemade', 'yah', 'salam', 'nasigaram', 'kaldu', 'jamur']"
Sayur labu telur santan,https://img-global.cpcdn.com/recipes/a90792ecd3283104/680x482cq70/sayur-labu-telur-santan-foto-resep-utama.jpg,"3 buah Telur,1 buah labu siam,2 buah Cabai hijau, diiris serong,Bumbu:,2 bawang merah, iris2,1 bawang putih, iris2,Sereh,daun salam,daun jeruk,Santan kara kecil","Tumis bawang merah bawang putih.,Tambahkan sereh, daun jeruk dan daun salam.,Setelah wangi masukkan santan dan Cabai hijau yang sudah dipotong2.,Tunggu beberapa menit, masukkan labu siam.,Setelah mendidih masukkan telur.,Cek rasa...","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 1""}]","['telur', 'labu', 'siam', 'cabai', 'hijau', 'iris', 'serongbumbu', 'bawang', 'merah', 'bawang', 'putih', 'irisserehdaun', 'salamdaun', 'jeruksantan', 'kara']"
Sayur labu siam tahu Telur,https://img-global.cpcdn.com/recipes/52acfb74b99d95be/680x482cq70/sayur-labu-siam-tahu-telur-foto-resep-utama.jpg,"2 buah Telur,1 buah labu siam,1 buah wortel,1 buah tahu,1 ruas lengkuas,1 batang serai,1 lembar daun salam,1/2 bungkus santan,Secukupnya air,Bumbu halus,4 siung bawang merah,2 siung bawang putih,1 ruas kunyit,1 kemiri sangrai","Rebus telur sampai matang, potong segitiga tahu kemudian goreng,Tumis bumbu halus, serai, salam, lengkuas sampai wangi,Masukkan wortel dan labu siam tumis sebentar lalu masukkan air, beri bumbu secukupnya,Setelah mendidih, tambahkan tahu dan Telur, lalu masukkan santan,Aduk hingga mendidih, sajikan","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 3""}]","['telur', 'labu', 'siam', 'wortel', 'lengkuas', 'serai', 'salam', 'santansecukupnya', 'airbumbu', 'bawang', 'merah', 'bawang', 'putih', 'kunyit', 'kemiri', 'sangrai']"
Tahu ati kambing rica,https://img-global.cpcdn.com/recipes/3c8f00ccb500d3e8/680x482cq70/tahu-ati-kambing-rica-foto-resep-utama.jpg,"1 buah ati kambing,1 papan tahu,Bumbu halus,2 bj cabe merah besar,4 btr bawang putih,4 btr bawang merah,2 btr kemiri,Bumbu kasar,2 btr bawang putih,1 batang sereh,4 helai daun jeruk sobek"",1 jari kunyit uk kecil,1/2 jari jahe,1 gls kecil air,secukupnya Garam dan penyedap (bila suka)","Potong tahu sesuai selera goreng kering, ati kambing potong"" sesuai selera sisihkan,Kupas bumbu kasar potong"" dulu baru uleg kasar,Haluskan bumbu halus,Tumis bumbu kasar hingga harum madukkan bumbu halus tumis lagi hingga harum tambahkan air didihkan setelah mendidih masukkan ati kambing masak hingga air menyusut masukkan tahu goreng dan tambahkan garam dan penyedap cek rasa mask hingga air hbs angkat sajikan",[],"['ati', 'kambing', 'papan', 'tahubumbu', 'bj', 'cabe', 'merah', 'btr', 'bawang', 'putih', 'btr', 'bawang', 'merah', 'btr', 'kemiribumbu', 'btr', 'bawang', 'putih', 'sereh', 'helai', 'jeruk', 'sobek', 'kunyit', 'jahe', 'gls', 'airsecukupnya', 'garam', 'sedap']"
SOP Makaroni Bakso Tahu,https://img-global.cpcdn.com/recipes/60541310ac430f46/680x482cq70/sop-makaroni-bakso-tahu-foto-resep-utama.jpg,"3 buah bakso,1 genggam makaroni,1/2 buah tahu kotak,1 siung bawang putih haluskan (saya diparut pakai parutan keju),secukupnya garam, lada, totole","Rebus makaroni dalam air mendidih yg sebelumnya sudah diberikan sedikit minyak ke dalam air rebusan.,Setelah makaroni 1/2 matang, masukkan bawang putih halus atau parut, bakso dan tahu serta garam, lada dan totole.,Tunggu semua matang dan siap langsung dimakan hangat2","[{""Reaksi"":""😋\n 6""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 4""}]","['bakso', 'genggam', 'makaroni', 'kotak', 'bawang', 'putih', 'halus', 'parut', 'parut', 'kejusecukupnya', 'garam', 'lada', 'totole']"
Tumis Buncis Udang Saos Tiram,https://img-global.cpcdn.com/recipes/30fd365ebfc83197/680x482cq70/tumis-buncis-udang-saos-tiram-foto-resep-utama.jpg,"10 buah buncis,100 gr udang,2 siung bawang merah,2 siung bawang putih,1 cabe merah,1,5 sdm saos tiram (lee kum kee),1/2 sdt gula,1/4 sdt kaldu ayam bubuk (knoor),Secukupnya minyak goreng untuk tumis","Siapkan bahan, cuci bersih buncis, potong serong. Cuci udang, hilangkan kepala, cangkang dan kotoran, cuci lagi hingga bersih. Cincang bawang merah dan bawang putih (sy cincang pake turbo chooper). Potong serong cabe merah.

Untuk udang bisa di potong-potong atau utuh, sesuai selera,Panaskan sedikit minyak goreng, tumis bawang merah, bawang putih dan cabe merah hingga harum, masukkan udang, masak sampai berubah warna,Masukkan buncis, aduk rata dan masak hingga layu, masukkan saos tiram, gula dan kaldu ayam bubuk, aduk rata, koreksi rasa. Matikan api dan siap disajikan","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""}]","['buncis', 'udang', 'bawang', 'merah', 'bawang', 'putih', 'cabe', 'merah', 'saos', 'tiram', 'lee', 'kum', 'kee', 'gula', 'kaldu', 'ayam', 'bubuk', 'knoorsecukupnya', 'minyak', 'goreng', 'tumis']"
Buncis Telur Santan,https://img-global.cpcdn.com/recipes/55d62a38f86cc5e4/680x482cq70/buncis-telur-santan-foto-resep-utama.jpg,"10 buah buncis, potong,250 gr udang,3 butir telur,1 bungkus santan instan,secukupnya Air,2 siung bawang putih,5 siung bawang merah,1 ruas kunyit,2 butir kemiri,1 ruas lengkuas geprek,secukupnya Ketumbar bubuk,secukupnya Gula garam dan kaldu bubuk,secukupnya Merica bubuk","Tumis bumbu halus bersama lengkuas hingga harum,Masukkan telur dan orak arik,Masukkan udang aduk rata hingga berubah warna,Tambahkan air secukupnya,Masukkan buncis,Tambahkan gula garam kaldu bubuk dan merica bubuk,Masukkan santan instan aduk rata,Koreksi rasa,Masak hingga matang,Angkat dan sajikan","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 12""},{""Reaksi"":""👏\n 4""}]","['buncis', 'udang', 'butir', 'telur', 'santan', 'instansecukupnya', 'air', 'bawang', 'putih', 'bawang', 'merah', 'kunyit', 'butir', 'kemiri', 'lengkuas', 'gepreksecukupnya', 'ketumbar', 'bubuksecukupnya', 'gula', 'garam', 'kaldu', 'bubuksecukupnya', 'merica', 'bubuk']"
Sup Ayam Favorit Keluarga,https://img-global.cpcdn.com/recipes/1c52dae01f61e8db/680x482cq70/sup-ayam-favorit-keluarga-foto-resep-utama.jpg,"6 buah ceker,Secukupnya tulang/daging ayam,Secukupnya air kaldu ayam (air rebusan tulang ayam dgn presto),1 buah wortel,1 buah kentang,Secukupnya jamur kuping kering,1 sdm bubuk nawang putih,1 sdm bumbu dasar putih,secukupnya Garam dan kaldu jamur","Siapkan semua bahan. Potong-potong wortel dan kentang.,Rebus jamur kuping sampai lembut. Kemudian buang akarnya.,Masak sebagian kaldu ayam (air rebusan tulang ayam, ambil sebagiannya saja utk rasa kaldunya) dengan tambahan air secukupnya, masukkan semua bahan-bahan. Masak sampai wortel dan kentang empuk. Koreksi rasa. Nikmati selagi hangat saat berbuka puasa.","[{""Reaksi"":""😋\n 6""},{""Reaksi"":""❤️\n 9""},{""Reaksi"":""👏\n 6""}]","['cekersecukupnya', 'tulangdaging', 'ayamsecukupnya', 'air', 'kaldu', 'ayam', 'air', 'rebus', 'tulang', 'ayam', 'dgn', 'presto', 'wortel', 'kentangsecukupnya', 'jamur', 'kuping', 'kering', 'bubuk', 'nawang', 'putih', 'dasar', 'putihsecukupnya', 'garam', 'kaldu', 'jamur']"
mie iga kambing,https://img-global.cpcdn.com/recipes/Recipe_2014_10_06_14_06_17_359_4485eca36f6f0509d5d6/680x482cq70/mie-iga-kambing-foto-resep-utama.jpg,"2 buah iga kambing, rebus sisihkan,6 batang sawi, rebus sisihkan,1 buah mie telor, rebus sisihkan,bumbu iga kambing,3 siung bawang merah,2 siung bawang putih,2 buah cabai merah,5 buah rawit,4 lembar daun jeruk,1 secukupnya minyak untuk menumis,1 sendok makan kecap manis,1 secukupnya garam,1 secukupnya air","Tumis bumbu halus untuk bumbu iga. Setelah harum, masukkan iga nya, tambahkan sedikit air, lalu oseng sampai meresap.,Susun iga dan kuahnya di dasar mangkuk, tambahkann mie, dan sawi. sajikan,Kalau ingin diberi kuah, kaldu rebusan iga bisa ditambahkan garam, potongan wortel, dan daun bawang.

-tapi saya gapakai kuah, jadinya seperti bakmi yamin- tanpa kuah. tergantung selera.",[],"['iga', 'kambing', 'sisih', 'sawi', 'sisih', 'mie', 'telor', 'sisihkanbumbu', 'iga', 'kambing', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'rawit', 'jeruk', 'minyak', 'tum', 'makan', 'kecap', 'manis', 'garam', 'air']"
Bubur Jagung Daging Sapi Tempe Bayam MPASI 6 bulan +,https://img-global.cpcdn.com/recipes/6a5883828820dc44/680x482cq70/bubur-jagung-daging-sapi-tempe-bayam-mpasi-6-bulan-foto-resep-utama.jpg,"1 buah jagung manis,1/2 centong nasi,Secukupnya daging sapi rebus,Secukupnya tempe,Secukupnya daun bayam,1 sdm minyak,Secukupnya air","Masukkan nasi ke panci

Penyet2,Blender daging sapi dan tempe sampai halus,Masukkan ke dalam panci,Pipil/serut jagung,Blender dengan sedikit air lalu saring. Buang ampasnya dan masukkan jagung ke panci,Masak bubur sampai matang dan mengental

Masukkan daun bayam dan minyak

Masak kembali sampai matang,Blender bubur, sesuaikan dengan kemampuan bayi, saring bila diperlukan,Bagi sesuai porsi makan bayi

Bubur siap disajikan,Alhamdulillah lahap, habis","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 9""},{""Reaksi"":""👏\n 3""}]","['jagung', 'manis', 'centong', 'nasisecukupnya', 'daging', 'sapi', 'rebussecukupnya', 'tempesecukupnya', 'bayam', 'minyaksecukupnya', 'air']"
182. Pindang Kikil & Kaki Kambing ala Emak,https://img-global.cpcdn.com/recipes/b61c2c1ced420ab5/680x482cq70/182-pindang-kikil-kaki-kambing-ala-emak-foto-resep-utama.jpg,"2 buah kaki kambing,300 gr kulit kambing/kikil,800 ml air,1 sachet santan instan,6 buah kluwek,3 sdm minyak goreng untuk menumis,Bumbu Halus,6 siung bawang merah,4 siung bawang putih,1 genggam cabe rawit,4 biji cabe keriting,4 butir kemiri,1 ruas jari kunyit,1 sdt ketumbar bubuk,1 sdt lada bubuk,2 sdt kaldu bubuk,2 sdt garam,2 sdt gula pasir,Bumbu Cemplung,2 ruas jari jahe (geprek),2 ruas jari lengkuas (geprek),3 lb daun salam,3 lb daun jeruk,2 batang sereh,1 genggam cabe rawit utuh (optional)","Goreng bawang merah, bawang putih, kemiri, kunyit, dan cabe lalu haluskan. Tumis bumbu, masukkan daun jeruk, daun salam, jahe, lengkuas, sereh geprek aduk hingga daun layu dan bumbu harum...lalu masukkan kaldu bubuk, lada bubuk dan ketumbar bubuk, aduk.,Rendam kluwek dengan air panas kurleb 1 jam atau lebih. Masukkan rendaman kluwek (boleh dihaluskan terlebih dahulu) aku suka yang kluweknya masih utuh2. Aduk hingga rata lalu masukkan kikil dan kaki kambing. Aduk hingga merata. Tambah air lalu tutup panci dan ungkep hingga bumbu meresap kurleb 10 menit,Buka tutup panci, masukkan cabe rawit utuh lalu aduk kembali, jangan lupa test rasa dan biarkan sampai mendidih kembali,Terakhir masukkan santan instan, aduk hingga rata dan biarkan mendidih kembali dan sajikan 😉😉","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 19""},{""Reaksi"":""👏\n 8""},{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 2""}]","['kaki', 'kambing', 'kulit', 'kambingkikil', 'air', 'sachet', 'santan', 'kluwek', 'minyak', 'goreng', 'menumisbumbu', 'bawang', 'merah', 'bawang', 'putih', 'genggam', 'cabe', 'rawit', 'biji', 'cabe', 'keriting', 'butir', 'kemiri', 'kunyit', 'ketumbar', 'bubuk', 'lada', 'bubuk', 'kaldu', 'bubuk', 'garam', 'gula', 'pasirbumbu', 'cemplung', 'jahe', 'lengkuas', 'lb', 'salam', 'lb', 'jeruk', 'sereh', 'genggam', 'cabe', 'rawit', 'utuh']"
Baked Salmon Potato Schottel (bisa untuk MPASI 10m+),https://img-global.cpcdn.com/recipes/2c4694ebf7936da5/680x482cq70/baked-salmon-potato-schottel-bisa-untuk-mpasi-10m-foto-resep-utama.jpg,"1 buah kentang besar,Wortel,1 butir kuning telur,30 g salmon potong dadu,All purpose seasoning,Beschamel Sauce,Susu uht,Keju cheddar,1 sdt butter atau margarine,2 sdt tepung terigu","Rebus kentang dan wortel. (Kalo aku bawahnya rebus kentang, atasnya buat kukus wortel),Tiriskan, kemudian haluskan kentangnya. Wortelnya dipotong dadu jgn terlalu besar,Campur kentang halus dan kuning telur sampai rata. Bumbui dgn all purpose seasoning. Masukkan wortel dan salmon, aduk rata,Ps: aku buat mpasi jd bumbunya sedikit aja. Kalo buat dewasa bisa agak dibanyakain dan ditambah garam&lada lagi sesuai selera,Buat saus beschamel nya :

Lelehkan butter, masukkan tepung kemudian langsung diaduk cepat. Masukkan susu uht dan keju, aduk teeus supaya tdk menggumpal,Tata adonan kentang di wadah alumunium foil, ratakan. Tuang saus beschamel diatasnya, dan beri taburan keju sesuai selera.,Panggang di suhu 200°C selama 25menit, atau sampai matang","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""}]","['kentang', 'besarwortel', 'butir', 'kuning', 'telur', 'salmon', 'daduall', 'purpose', 'seasoningbeschamel', 'saucesusu', 'uhtkeju', 'cheddar', 'butter', 'margarine', 'tepung', 'terigu']"
Semur kentang daging Ramah Balita,https://img-global.cpcdn.com/recipes/5b567581aefbeb51/680x482cq70/semur-kentang-daging-ramah-balita-foto-resep-utama.jpg,"4 buah kentang ukuran sedang potong sesuai selera, goreng,250 gr daging sapi iris tipis memanjang,1 buah bawang bombay ukuran kecil iris tipis,1 buah tomat iris kecil2,1/2 sdt pala parut,2 siung bawang putih haluskan,Secukupnya gula garam,Kecap manis (sy pake produk lokal merk ""ikan dorang""),2 sdt Saos tiram,1 sdm saos tomat,2 sdt Kaldu jamur,1/2 sdt lada bubuk","Masak daging dg slow cooker sejak dr semalam (optional aja),Tumis bawang putih hingga harum, lalu masukkan bawang bombay masak hingga layu,Beri air secukupnya, masukkan saos tiram, pala parut, kaldu jamur, lada,Tunggu hingga mendidih, masukkan daging, tunggu beberapa saat lalu masukkan kentang,Masukkan tomat, saos tomat, gula, garam, cek rasa dan siap disajikan 🤗","[{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""}]","['kentang', 'goreng', 'daging', 'sapi', 'tipis', 'bawang', 'bombay', 'tipis', 'tomat', 'pala', 'parut', 'bawang', 'putih', 'haluskansecukupnya', 'gula', 'garamkecap', 'manis', 'produk', 'lokal', 'merk', 'ikan', 'dorang', 'saos', 'tiram', 'saos', 'tomat', 'kaldu', 'jamur', 'lada', 'bubuk']"
Stik Kentang Dori (Snack MPASI Tinggi Kalori),https://img-global.cpcdn.com/recipes/757031f8ae44fb77/680x482cq70/stik-kentang-dori-snack-mpasi-tinggi-kalori-foto-resep-utama.jpg,"1 buah kentang ukuran sedang,1 slice ikan dori,5 sdt tepung maizena,Sejumput garam,Oregano (bisa ganti seledri/ skip),2 ruas jari Keju parut","Kukus kentang dan dori yang sudah dipotong dadu hingga empuk,Haluskan kentang dan dori kukus menggunakan garpu,Tambahkan tepung maizena, keju parut, garam, dan oregano pada campuran kentang dan dori,Setelah semua bahan tercampur rata, ratakan pada wadah atau plastik dan masukkan kedalam lemari es supaya set (kurang lebih 1 jam),Goreng dengan api sedang hingga kekuningan,Stik Kentang Dori siap disajikan","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 5""}]","['kentang', 'slice', 'ikan', 'dor', 'tepung', 'maizenasejumput', 'garamoregano', 'ganti', 'seledri', 'skip', 'keju', 'parut']"
Bola bola ayam udang,https://img-global.cpcdn.com/recipes/3a470817d85143b6/680x482cq70/bola-bola-ayam-udang-foto-resep-utama.jpg,"1 buah kentang,1/2 buah wortel ukuran sedang, iris dadu kecil,100 gr daging ayam giling,6 ekor udang, bersihkan dan sisakan ekornya,1 batang daun bawang, pakai bagian hijau saja, iris halus,1 sdm tepung terigu,🧅 Bumbu halus,2 siung bawang putih,3 siung bawang merah,1/2 sdt pala,Secukupnya garam,Secukupnya kaldu jamur,🧅 bahan baluran,1 butir telur, kocok lepas,Secukupnya tepung terigu,Secukupnya tepung panir","Kukus kentang hingga matang, lalu haluskan.,Campurkan ayam giling, wortel, dan daun bawang dengan kentang. Lalu masukkan bumbu halus dan tambahkan tepung terigu agar adonan tidak pecah saat digoreng.,Setelah tercampur rata, bulatkan satu sendok makan adonan, lalu isi dengan udang. Ulangi hingga adonan habis.,Lumuri adonan dengan tepung terigu, lalu ke telur dan tepung panir. Lakukan untuk semua adonan.,Setelah semua adonan terbungkus tepung panir, goreng dalam api sedang cenderung kecil agar udang dan bagian dalam adonan matang. Goreng hingga kuning keemasan.","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 3""}]","['kentang', 'wortel', 'daging', 'ayam', 'giling', 'ekor', 'udang', 'sih', 'sisa', 'ekor', 'bawang', 'hijau', 'tepung', 'terigu', 'bawang', 'putih', 'bawang', 'merah', 'palasecukupnya', 'garamsecukupnya', 'kaldu', 'jamur', 'balur', 'butir', 'telur', 'lepassecukupnya', 'tepung', 'terigusecukupnya', 'tepung', 'panir']"
Gagado (Gado-gado Banjar),https://img-global.cpcdn.com/recipes/6a54ac15d60bd051/680x482cq70/gagado-gado-gado-banjar-foto-resep-utama.jpg,"2 buah ketupat atau lontong,100 gram kecambah,4 batang kacang panjang/kangkung,1 buah timun,3 buah tahu putih,90 gram tempe (-/+ 9 iris),2 butir telor itik rebus,kerupuk sagu/emping goreng,bawang merah goreng,💠 Bumbu Kacang 💠,100 gram kacang tanah goreng,50 gram gula merah,3 siung bawang putih,1/2 ruas jari jahe,450 ml air (-/+),6-8 sdm kecap manis (-/+),1/2 sdm gula pasir,secukupnya garam, bumbu penyedap","💠 Pertama buat dulu Bumbu Kacang :,Iris halus bawang putih.,Kemudian goreng hingga kering kekuningan. 

Angkat dan tiriskan.,Masukkan ke dalam blender:

Bawang putih goreng, jahe, kacang goreng dan gula merah.,Beri air secukupnya (-/+ 200 ml).

Proses sampai halus dan lembut.,Tuang ke dalam wajan, lalu tambahkan sisa air. 

>> Jangan khawatir, pertama di masak bumbu kacang ini memang sangat encer. Tapi nanti dia akan mengental sendiri.,Masak diatas api sedang sambil terus di aduk-aduk hingga mendidih.,Masukkan kecap manis.,Beri gula pasir, garam dan penyedap. Aduk-aduk.,Koreksi rasa. Jika kurang gelap, tambahkan lagi kecap sesuai selera.,Bumbu kacang ini rasanya cenderung manis gurih. Jadi pemakaian gula dan kecap itu sangat dominan dan berpengaruh.,Menjelang diangkat, masukkan bawang merah goreng yang di remas-remas.,Masak sebentar saja. Lalu angkat. 

Dinginkan.,Bumbu kacang siap digunakan.,💠 Siapkan bahan isian dan pelengkap lainnya yakni : 

> Lontong / ketupat.

> Tempe goreng dan tahu goreng.

> Kecambah rebus dan kacang panjang rebus, kalau mau pakai kangkung pun boleh, tapi jangan terlalu banyak, kalau tak mau disamakan dgn pecel 🫣,Lalu siapkan juga :

> Timun kupas yg sdh di cacah kasar. 

> Telor rebus dan

> kerupuk sagu.,💠 Racikan utk 1 porsi per piring saji : 

Letakkan potongan ketupat/lontong, kecambah, kacang panjang/kangkung, tempe dan tahu goreng.

Beri irisan telur, cacahan timur.,Siram dgn bumbu kacang.

Beri kerupuk dan kecap.,Gagado siap disajikan.","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 10""},{""Reaksi"":""👏\n 5""}]","['ketupat', 'lontong', 'kecambah', 'kacang', 'panjangkangkung', 'timun', 'putih', 'tempe', 'butir', 'telor', 'itik', 'rebuskerupuk', 'saguemping', 'gorengbawang', 'merah', 'goreng', 'kacang', 'kacang', 'tanah', 'goreng', 'gula', 'merah', 'bawang', 'putih', 'jahe', 'air', 'kecap', 'manis', 'gula', 'pasirsecukupnya', 'garam', 'sedap']"
